MOVIE_ID,NAME,ALIAS,ACTORS,COVER,DIRECTORS,DOUBAN_SCORE,DOUBAN_VOTES,GENRES,IMDB_ID,LANGUAGES,MINS,OFFICIAL_SITE,REGIONS,RELEASE_DATE,SLUG,STORYLINE,TAGS,YEAR,ACTOR_IDS,DIRECTOR_IDS
26772915,谜域之噬魂岭,谜域,李果/闫鹿杨/庄森/谢钟灵/朱洪振/曾晨/戴维/范淑珍/盛洋/李佳妮,,戴维,2.2,233,悬疑/惊悚/恐怖/冒险,tt7690558,汉语普通话,93,,中国大陆,2017/7/21,QAYZBAQYf,20年前神秘的北部深山，深夜，迷雾笼罩的幽谷密林，深不可测的幽幽湖水，一个中年男人迷失其中，几天后他回到村里，但村民们感到他中了邪，随之而来的不可思议的神秘恐怖事件更令人视他为邪灵附体。,恐怖/惊悚/烂片/悬疑/国产/大陆/山寨/垃圾,2017,李果:1356918|闫鹿杨:1331032|庄森:1356919|谢钟灵:1356920|朱洪振:1356921|曾晨:1356922|戴维:1356917|范淑珍:1356923|盛洋:1356924|李佳妮:1356925,戴维:1356917
26656564,绝战,,何育骏/王岚/高明升/胡子健/吕文军/陈升卫/路少平/蒋林燕/孙鸣骏/王军/王旭升,,许江华/林小鑫,2.2,674,剧情/动作/战争,,汉语普通话,95,,中国大陆,2016/7/1,zFvUnjraa,影片以“湘江战役”为背景，讲述红34师为了掩护中央主力红军突围，担当后卫与敌人浴血奋战、凤凰涅槃的故事;生动地再现了当时的情景，隶属于红34师的宁化模范连连长张启明，带领模范连与数十倍的敌军展开生死搏斗。,为最低分而战/我草你麻痹啊你他妈的/恶心/就冲抄袭可给零分/不要脸/洗脑片/战争/红军,2016,何育骏:1350445|王岚:1358930|高明升:1358931|胡子健:1358932|吕文军:1358933|陈升卫:1358934|路少平:1358935|蒋林燕:1346433|孙鸣骏:1358936|王军:1358937|王旭升:1358938,许江华:1358929|林小鑫:1358928
26677940,爸爸我来救你了,爸爸我来救你了之吉大嘿梦,钱枫/刘汉强/李尚翼/崔杰/黄一飞/王子瑄/张海龄/马兆壮/高腾,,叶田,2.2,419,喜剧/动作/家庭/儿童/冒险,,汉语普通话,90,,中国大陆,2016/1/22,fqMInVRea,《爸爸我来救你了》是2016年上映的亲子喜剧片，由叶田执导，刘汉强、钱枫等主演。影片讲述了三个好朋友，偶然的机会和爸爸们一起参加亲子旅游。一路上老爸们笑话百出，他们身后更有两个乌龙绑匪一路尾随。另一面，寨子里不断出现的神秘事件，让孩子们相信，导游水灵姐姐跟他们讲的魔王的 传说，正在应验！在经历了一连串啼笑皆非的事件后，最后三个机智勇敢的孩子成功营救了老爸们。,烂片/垃圾/未观觉烂/脑残/烂片，没剧情，无底线/没看过也不想看/雷人/大烂片,2016,钱枫:1315507|刘汉强:1339118|李尚翼:|崔杰:1313517|黄一飞:1301215|王子瑄:|张海龄:|马兆壮:|高腾:,叶田:1339798
26854133,夜郎侠之一路危途,,黄一飞/董玉峰/赵文琪/何云龙/张莉,,唐伟成,2.2,73,剧情/喜剧,,汉语普通话,83,,中国大陆,2016/8/14,ZBYRe6Inb,影片讲述一个身为“夜郎”后裔的青年在归乡追查失踪一事的过程中，意外发现了神秘的夜郎古国，并唤醒了沉睡已久的英雄血液的故事。,烂片/一直找不到哪里可以看/2016/悬疑/国产/黄一飞/赵文琪/爱情,2016,黄一飞:1301215|董玉峰:1330786|赵文琪:1313274|何云龙:1353232|张莉:,唐伟成:1332109
26692478,艳遇也疯狂,天网窥欲,李晶/张志涵/安羽熙/赵子娟/朱珠,,陈剑,2.2,273,爱情/家庭,,汉语普通话,90,,中国大陆,2016/1/3,MmzzFB27e,七夕节的夜晚，深圳电台《相伴到黎明》栏目接到了听众阿雅的求助电话，阿雅称自己的老公阿彬因一段婚外情跟自己的婚姻走到了尽头。通过电台主持人的调解，阿雅承诺只要老公改过自新，愿不计前嫌重新来过。,烂片/烂到极致/垃圾/差/谁花钱看谁傻逼/值得一看/精彩/卧槽,2016,李晶:|张志涵:|安羽熙:|赵子娟:|朱珠:,陈剑:
26413404,蹴鞠,决战蹴鞠,桑伟淋/王瑾/孙传信/王勇迪/马子淇,,孟卫国,2.2,194,动作/爱情/运动,,汉语普通话,102,,中国大陆,2016/9/2,irE3jryba,两支最顶级的蹴鞠球队正为竞争一场“王者之杯”大赛全力备战，获胜者可成为世界杯表演队！大唐队队长房雨生（桑伟淋 饰）在一次带队训练中偶遇隐居高人（孙传信 饰），被其震撼的一脚定乾坤球技折服，一心求教，无奈却被宋朝队薛建斌（王勇迪 饰）破坏，原来薛与房当年在散打队曾是好友，由于一场意外成为死对头，薛一心报复！,這一定是狗日的陰毛/烂片/足球/体育/狗血/中国大陆/动作/2016,2015,桑伟淋:1321733|王瑾:1349692|孙传信:1349691|王勇迪:1349693|马子淇:1349690,孟卫国:1342560
26628447,莫日根,莫日根：人熊大战,张丽/刘娟/万梦琪/宋铮/张怀武/刘蓉/徐炜/房黛薇,,王鹏程/马建军,2.2,657,动画/儿童/冒险,tt6448160,汉语普通话,92,,中国大陆,2015/10/17,jjb6e6YBe,来自于地狱的邪恶之气侵入了荒蛮世界的生物啊啊啊，在一切万物被毁灭之前，一位神圣的猎人向邪恶势力射出了愤怒的子弹啊啊啊，但却更加激发了邪恶力量！这种势不可挡的邪恶力量侵蚀在荒蛮世界的生物体内并逐渐孕育成无坚不摧的魔鬼啊啊啊，当魔鬼遇见了抵抗却反而变得更加强大！人类遇到了来自魔鬼的毁灭力量， 这种毁灭力量汇聚在荒蛮帝国的神熊体内，燃烧在神熊体内的复仇之火在文明崩塌之前得以爆发！勇敢的莫日根猎人在生命最后一刻向魔鬼射出了最后一根神箭啊啊啊……,烂片/垃圾/恶心/不要脸/无耻/捞钱烂片/呵呵/狗带,2015,张丽:1352344|刘娟:1352338|万梦琪:1352343|宋铮:1352337|张怀武:1375893|刘蓉:1352336|徐炜:1375892|房黛薇:1352335,王鹏程:1352341|马建军:1352340
26582091,道姑下山,,赵若辰/赵奕杰/吴若雪/陈彬,,马小川,2.2,103,剧情,tt4909582,汉语普通话,62,,中国大陆,2015/7/30,AmjFBYfqa,故事《道姑下山》讲述少女何山姑自小随父亲隐居深山中，过着与世隔绝的生活。一次机缘被父亲派下山执行任务，原本一场由父亲安排的相亲却因之前在相亲的村子遭遇僵尸变成了一场除魔大战。山姑解决了两只祸害村民的母僵尸后却面临更强大的公僵尸的挑战，千钧一发之际幸得师兄出手相救，化险为夷。,负分滚粗/无聊至极/烂片/恐怖/国产/啥子片/2015/中国,2015,赵若辰:|赵奕杰:|吴若雪:|陈彬:,马小川:
26322774,纯洁心灵·逐梦演艺圈,青春闪闪·逐梦表演系,朱一文/李彦漫/陈思瀚/张芷榕/毕志飞/蒋龙/薛皓/王渊慧/辛祚宇/兰海隆/姜珮瑶/郭庭/王笑一/马瑜遥/张琳然/刘子铭/王曲浩然/杨佳佳/刘玲钰,,毕志飞,2.2,84842,剧情/喜剧,tt4986830,汉语普通话,98,,中国大陆,2017/9/22,EnjrUJfUf,海亚影视学院（虚构）近些年已经跻身国内著名影视院校的行列，其表演系2013级本科班，学生形象、艺术条件都格外突出，从入校伊始就备受学校师生关注，被誉为“准明星班”。班主任文天阳年青英俊，刚刚硕士毕业留校，认真负责。,辣眼睛/无聊/演艺圈/中国大陆/2017/国产/喜剧/青春,2015,朱一文:1386769|李彦漫:1367133|陈思瀚:1367135|张芷榕:1367136|毕志飞:1367130|蒋龙:1359404|薛皓:1367181|王渊慧:1367182|辛祚宇:1367183|兰海隆:1367184|姜珮瑶:1367185|郭庭:1367186|王笑一:1367187|马瑜遥:1367189|张琳然:1367190|刘子铭:1367191|王曲浩然:1367192|杨佳佳:1367194|刘玲钰:1349415,毕志飞:1367130
26126096,来自星星的教练,,陈欢/班嘉佳/葛荟婕,,段志强,2.2,85,喜剧/爱情,,汉语普通话,57,,中国大陆,,b6QmzVZ3b,一个声名远扬的国际女校，各项全能。却有一支恶名昭彰的女子舞蹈队，几乎没有在任何比赛中获得过奖项。校长焦头烂额之际一个不识相的男老师再度惹到了他，他勒令男老师却带领这支女舞蹈团。男老师首先遇到的困难是冷艳不羁的女教官从骨子里瞧不上他，随后，两人成了欢喜冤家。,烂片/爱情/中国/青春/来自星星的教练/微电影/大陆/剧情,2014,陈欢:|班嘉佳:|葛荟婕:,段志强:
20451282,异形降临,,蕾切尔·勒费夫尔/蒂芬妮·马丁,,,2.2,94,科幻,tt2275499,英语,130,,美国,2012/8/6,FZ37YfqUf,"2012. The dawn of destruction. As giant alien machines enslave and feed off humanity, the few remaining survivors band together to form a armed militia that will be the last stand against total extinction.",科幻/烂片/美国/翔一样的片子/惊悚/挑战你的极限/记录拍摄/电影,2012,蕾切尔·勒费夫尔:1004584|蒂芬妮·马丁:1015890|Alex Bell:1198582,
5938833,300杀手,,,,,2.2,84,惊悚,tt1787636,英语,0,,美国,,zVRIBuUnb,"In the near future, drugs and crime have risen 500%. A disintegrating police force is unable to deal with this horrifying problem...",血腥/垃圾/美国/惊悚/？/烂片/杀手/动作,2010,,
4903626,世博总动员,世博冠军湖丝仔,谢娜/李冰冰/周立波/成龙/安又琪/李杨/喻舟,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p564753564.jpg,刘大刀,2.2,2106,喜剧/动画,tt1720267,汉语普通话,0,,中国大陆,2010/8/20,eaMY3NYBe,20世纪50年代，古老的华夏大地还处在满清政府的封建统治之中。固步自封与闭关锁国，让这个国度早已落后了时代而不自知。当然在风云激变的时代，依然有人努力开眼看世界，并以本国赖以自豪的文化向世人展示华美的一面。1851年，首届世博会在英国伦敦召开，中国商人徐荣村带着“荣记湖丝”摘得金、银奖牌。转眼过了一百年，徐荣村的后人湖丝仔却对家族传承下来的丝绸工艺不屑一顾。他迷恋现代科技，渴望打造高精尖的机器人，但丝毫没有团队合作的精神。,烂片/为最低分而战/SB总动员/垃圾/动画/中国/中国电影/国产片,2010,谢娜:|李冰冰:|周立波:|成龙:|安又琪:|李杨:|喻舟:,刘大刀:
30212351,恐怖浴室,,张星阑/刘国光/吴洋/宋天湙/臧鸿飞,,陆诗雨,2.3,683,惊悚/恐怖,,汉语普通话,90,,中国大陆,2018/6/8,FRmzzbyNe,富家少女崔淼在浴室遭遇“水鬼”袭击，惊慌失措，心力憔悴。别墅内不时有诡异暗影飘过，窗棂处传来令人不安的声音，浴室更成了家人望而却步的场所。是母亲自杀的灵魂归来制造麻烦，还是父亲忏悔的心理导致变态行为，抑或只是梦境作祟？经过众人多方调查，这一切，竟然与美少女父亲曾经的狐朋狗友有关……是逝者的复仇，还是活人的诅咒，声声尖叫中，浴室谜团期待终极答案。,恐怖/烂片/烂片增强版/惊悚/国产/悬疑/诡异/中国,2018,张星阑:1363689|刘国光:1392326|吴洋:1392327|宋天湙:1392328|臧鸿飞:1383942,陆诗雨:1274565
27085694,爱爱囧事2,,向昊/李小晶/赵吉/李思雯/陈宇星/郑惠馨/程剑/山长凯/刘茜/李漠楠,,关尔,2.3,173,剧情/喜剧/爱情,,汉语普通话,110,,中国大陆,2017/7/14,mVZRmr6ua,陈功（向昊 饰）是一名平凡的大学男生，和女友唐爱爱（李小晶 饰）相恋，共同享受着美好的校园恋情，彼此之间感情十分要好。然而，在一次意外中，唐爱爱的腹中怀上了陈功的孩子，实际上，陈功并没有做好当父亲的准备，这其中的责任对于陈功来说实在是太沉重了。可是，唐爱爱却并不这么想，借着腹中逐渐长大的孩子，唐爱爱开始了对陈功的疯狂逼婚。,烂片/爱情/喜剧/剧情/中国大陆/搞笑/垃圾/国产,2017,向昊:1376902|李小晶:1376903|赵吉:1354465|李思雯:1351300|陈宇星:1351294|郑惠馨:1337952|程剑:1376983|山长凯:1376984|刘茜:1376986|李漠楠:1376985,关尔:1319608
26938345,浪漫搭档,,陈国坤/徐冬梅/刘承俊/侯桐江/王海祥/王美英,,刘夏同,2.3,154,喜剧/动作/爱情,,汉语普通话,93,,中国大陆,2017/1/6,Rm7uaUnra,故事发生在二十世纪三十年代，莫家班是当时最红的戏班，曾经获得过老佛爷的钦点。然而，就在班主莫大江（侯桐江 饰）七十大寿的生日宴上，军阀龙大胜（刘承俊 饰）的妹妹龙剑冰（王美英 饰）现身，逼迫莫家班解散。莫小河（陈国坤 饰）是莫家班的最后一任弟子，他深深的为美丽冷酷的龙剑冰所着迷，但是龙剑冰却只把他当猴耍。,烂片/垃圾/喜剧/国产/动作/陈国坤/徐冬梅/中国大陆,2017,陈国坤:1229775|徐冬梅:1316212|刘承俊:1314482|侯桐江:1326724|王海祥:1322907|王美英:1324411,刘夏同:1330999
26958645,恐怖电影院2,,殷果儿/黄梓城/刘小奇/闫薇儿/宋嘉豪/孙文慧/曲馨雅/武朋/任青安/丁柯予,,陆诗雷,2.3,549,惊悚/恐怖,,汉语普通话,90,,中国大陆,2017/10/20,e6AYfy7If,慕青（殷果儿 饰）、张成（黄梓城 饰）、杜奇（刘小奇 饰）、瑟琳娜（闫薇儿 饰）和艾伦（宋嘉豪 饰）等一行八人前往一座坐落在荒郊野外的电影院看电影，虽然电影院的样子有些诡异，四周亦是荒无人烟，但同学们经不住于悦的游说，还是欣然前往。,恐怖/惊悚/烂作/悬疑/国产/2017/真的是一坨屎！/中国大陆,2017,殷果儿:1340984|黄梓城:1350863|刘小奇:1353669|闫薇儿:1350387|宋嘉豪:1349368|孙文慧:1369849|曲馨雅:1369850|武朋:1369851|任青安:1359164|丁柯予:1370178,陆诗雷:1360707
26883093,惊魂绣花鞋,,何乙轩/刘汉兆/辉灿/周昕妤/郭亚菲/郭玉英/贾明瑛,,王俊潾,2.3,922,惊悚/恐怖,,汉语普通话,89,,中国大陆,2017/3/3,RQAAeqyzb,一双绣花鞋，隐藏着一个死亡诅咒，凡是穿过绣花鞋的人都意外惨死，无一幸免。安雯（何乙轩 饰）大病未愈，摆脱了丈夫潘航（辉灿 饰）和医生的看护，独自逃回老家古宅生活。安雯在老宅发现了一双祖上流传并受到死亡诅咒的绣花鞋，阴差阳错之下绣花鞋穿在了她的脚上，意外开启了绣花鞋上的死亡诅咒。咒怨生效冤魂索命，盘桓在老宅之中的诡影无处不在，无法摆脱的恶灵如影随形，迫使频临崩溃的安雯做出疯狂的举动，陷入一场危机四伏的惊魂逃亡……,烂片/恐怖/惊悚/垃圾/中国大陆/滚出/恶心/华语,2017,何乙轩:1359158|刘汉兆:1362817|辉灿:1343936|周昕妤:1340638|郭亚菲:1355550|郭玉英:1369589|贾明瑛:1369590,王俊潾:1359155
26865690,恐怖理发店,,殷果儿/任青安/姜星丘/陈嘉敏/刘小奇/孙筱燕/蔡翱骏/姜涛,,陆诗雷,2.3,708,爱情/悬疑/惊悚,tt6857308,汉语普通话,89,,中国大陆,2017/1/6,uibqiryjb,位于深山小镇的理发店发生的一系列灵异奇闻，殷果儿、任青安、姜星丘等人陷入危难绝境中无法脱身，和理发店有关联的人物接连被惨绝杀害，血腥残暴引来人心惶惶，而抽丝剥茧之后的真相更加令人心惊胆战。,惊悚/烂片/一个星都不想给！/烂片之中的烂片啊~/垃圾/中国/狗屎/呵呵,2017,殷果儿:1340984|任青安:1359164|姜星丘:1353667|陈嘉敏:1340988|刘小奇:1353669|孙筱燕:1366596|蔡翱骏:1364845|姜涛:1349999,陆诗雷:1360707
